Printing array with 7202 lines:
1 pointer: 000001ECE2321313, len: 0 <>
6593 pointer: 000001ECE232EFBF, len: 38 <   Whilst struggling for the heritage.>
6594 pointer: 000001ECE230FDDA, len: 47 <   Whilst the fond parents, friends thro' life,>
6595 pointer: 000001ECE2307450, len: 39 <   Whilst the tired serving-men without>
6596 pointer: 000001ECE2324007, len: 41 <   Whiskers and bloody tongues and horns,>
6597 pointer: 000001ECE233273C, len: 38 <   White Moscow raises her old spires,>
6598 pointer: 000001ECE233C208, len: 35 <   Whither along them doth he pelt?>
6599 pointer: 000001ECE23313A9, len: 35 <   Whither and wherefore do I speed>
6600 pointer: 000001ECE230837C, len: 36 <   Whither at headlong speed doth go>
6601 pointer: 000001ECE23132A8, len: 42 <   ''Whither away? Deuce take the bard!''->
6602 pointer: 000001ECE232BC47, len: 32 <   Whither departed is the host?>
6603 pointer: 000001ECE2305E60, len: 40 <   Whither shall he go first? He'll see,>
6604 pointer: 000001ECE2305E39, len: 37 <   Whither shall my rapscallion flit?>
6605 pointer: 000001ECE231C111, len: 35 <   Whither that evening he will go.>
6606 pointer: 000001ECE2330BAB, len: 45 <   Whither two neighbouring dames have walked>
6607 pointer: 000001ECE2325120, len: 35 <   Who arrived lately from Tamboff,>
6608 pointer: 000001ECE2319C12, len: 36 <   Who art thou? Guardian angel sent>
6609 pointer: 000001ECE232BEFB, len: 34 <   Who by a haughty word or glance>
6610 pointer: 000001ECE232DAE2, len: 37 <   Who can help loving mother Moscow?>
6611 pointer: 000001ECE2306D76, len: 34 <   Who cannot conjure former joys?>
6612 pointer: 000001ECE23246E9, len: 37 <   Who dreams expound and prophecies.>
6613 pointer: 000001ECE232ABBD, len: 39 <   Who dressing-gown and slippers gives>
6614 pointer: 000001ECE232E87F, len: 37 <   Who early died a gallant death_,''>
6615 pointer: 000001ECE2320F93, len: 34 <   Who every gesture, every phrase>
6616 pointer: 000001ECE2305C40, len: 39 <   Who floats contentedly through life,>
6617 pointer: 000001ECE230CA84, len: 36 <   Who following Petrarch move along>
6618 pointer: 000001ECE230AD45, len: 41 <   Who for the greenwood quits his tower,>
6619 pointer: 000001ECE2324EF6, len: 37 <   Who from two years to thirty tell;>
6620 pointer: 000001ECE233711F, len: 34 <   Who glory, wealth and dignities>
6621 pointer: 000001ECE23334E5, len: 39 <   Who had for four long years survived>
6622 pointer: 000001ECE231F159, len: 34 <   Who, heard the music of my lay,>
6623 pointer: 000001ECE23204D7, len: 28 <   Who in the agony of grief>
6624 pointer: 000001ECE231B0BD, len: 38 <   Who in the orchards gathered fruit,>
6625 pointer: 000001ECE231E5F8, len: 38 <   _Who in thy love finds more delight>
6626 pointer: 000001ECE233548F, len: 44 <   ''Who? Is it that stout general, pray?''->
6627 pointer: 000001ECE2317A9E, len: 41 <   Who knows? with love's consuming flame>
6628 pointer: 000001ECE231D88A, len: 33 <   Who labours hard to humour us?>
6629 pointer: 000001ECE2321E91, len: 35 <   Wholly beside herself with fear,>
6630 pointer: 000001ECE231D4D3, len: 33 <   Whom, as the custom is of men,>
6631 pointer: 000001ECE2330979, len: 33 <   Whom autocratic fate's decrees>
6632 pointer: 000001ECE2336AFC, len: 31 <   Who may he be? Is it Eugene?>
6633 pointer: 000001ECE230C7B5, len: 38 <   Whom doth thy plaintive Muse adore?>
6634 pointer: 000001ECE230C98E, len: 37 <   Whom hath thy strain immortalized?>
6635 pointer: 000001ECE230F650, len: 38 <   Whom jealous transport cannot move,>
6636 pointer: 000001ECE230A385, len: 32 <   Whom latterly one often meets>
6637 pointer: 000001ECE2327EC9, len: 33 <   Whom pale Diana's ray illumes->
6638 pointer: 000001ECE2307180, len: 64 <   whom the poet in his extreme youth imagined himself in love.]>
6639 pointer: 000001ECE232665C, len: 31 <   Whom thirty centuries adore.>
6640 pointer: 000001ECE2317A33, len: 36 <   Whom vice, if named, doth agitate>
6641 pointer: 000001ECE23244C3, len: 39 <   Whom you in slumber may have seen.''>
6642 pointer: 000001ECE233C48A, len: 34 <   Who now could fail to recognize>
6643 pointer: 000001ECE231EEE6, len: 32 <   Who reads his visionary theme>
6644 pointer: 000001ECE231E065, len: 33 <   Whose author nature understood>
6645 pointer: 000001ECE2320F6B, len: 38 <   Whose brain no fond illusions daze,>
6646 pointer: 000001ECE2332764, len: 38 <   Whose countless golden crosses glow>
6647 pointer: 000001ECE230D7A6, len: 35 <   Who secretly denounced the gift,>
6648 pointer: 000001ECE230C922, len: 38 <   Whose glance reflecting inspiration>
6649 pointer: 000001ECE231317E, len: 33 <   Whose hands indulgently caress>
6650 pointer: 000001ECE2320FD9, len: 34 <   Whose heart experience icy made>
6651 pointer: 000001ECE23177C0, len: 40 <   Whose hearts responsive have remained>
6652 pointer: 000001ECE23173BB, len: 31 <   Who selfishly unmoved remain>
6653 pointer: 000001ECE232E214, len: 43 <   Whose memories make the heart beat quick>
6654 pointer: 000001ECE2313139, len: 31 <   Whose memory doth not refuse>
6655 pointer: 000001ECE23111C6, len: 37 <   Whose qualities appeared to afford>
6656 pointer: 000001ECE230B1E7, len: 37 <   Whose tones Apollo's sons inspire,>
6657 pointer: 000001ECE233DA40, len: 35 <   Who the romance do not complete,>
6658 pointer: 000001ECE2319279, len: 39 <   Who this soft nonsense could impart,>
6659 pointer: 000001ECE2328385, len: 38 <   Who thrives this moment as I write,>
6660 pointer: 000001ECE2328683, len: 34 <   Who to surrender did not blench>
6661 pointer: 000001ECE23368EB, len: 37 <   Who to the youthful hostess bowed,>
6662 pointer: 000001ECE2327321, len: 31 <   Who tyrannizes us with ease,>
6663 pointer: 000001ECE2313467, len: 40 <   Who welcome guests with zeal extreme,>
6664 pointer: 000001ECE2320AEC, len: 39 <   ''Who will be there?''-''The family.>
6665 pointer: 000001ECE232F9DB, len: 33 <   Who with a scuffle and a shout>
6666 pointer: 000001ECE230446D, len: 33 <   Who without more prevarication>
6667 pointer: 000001ECE233837E, len: 40 <   Who with the Spanish envoy speaks?''->
6668 pointer: 000001ECE231D81F, len: 36 <   Who words and actions will adjust>
6669 pointer: 000001ECE233367A, len: 43 <   ''Who would have thought it? As of yore!>
6670 pointer: 000001ECE233989D, len: 32 <   Who would the maiden innocent>
6671 pointer: 000001ECE2316279, len: 33 <   ''Why, as God ordered! My Ivan>
6672 pointer: 000001ECE23297AA, len: 44 <   ''Why did you leave last night so soon?''>
6673 pointer: 000001ECE23196C0, len: 36 <   Why did you visit our poor place?>
6674 pointer: 000001ECE2317574, len: 36 <   Why is Tattiana guiltier deemed?->
6675 pointer: 000001ECE232A512, len: 38 <   Will be absorbed by Lethe's stream;>
6676 pointer: 000001ECE2317B15, len: 39 <   Will be ascribed by treacherous Fame>
6677 pointer: 000001ECE233A560, len: 34 <   Will happiness replace. My God!>
6678 pointer: 000001ECE231B06F, len: 35 <   Will he pursue?-But no one came.>
6679 pointer: 000001ECE2331EFD, len: 33 <   Will not five centuries exceed>
6680 pointer: 000001ECE231301E, len: 38 <   Will not, preserved by kindly Fate,>
6681 pointer: 000001ECE231FE43, len: 37 <   Will pass; the same to-morrow try->
6682 pointer: 000001ECE233A2B5, len: 36 <   Will sound an insult in your ear.>
6683 pointer: 000001ECE2318686, len: 35 <   Will teach grammatical conceits,>
6684 pointer: 000001ECE23186F2, len: 37 <   Will to the old times faithful be.>
6685 pointer: 000001ECE2320B34, len: 51 <   Will you?''-''Agreed.''-''I thank you, friend,''>
6686 pointer: 000001ECE233C039, len: 36 <   Winter resigned her empire white,>
6687 pointer: 000001ECE233177C, len: 38 <   Winter's approach she doth not hail>
6688 pointer: 000001ECE232131E, len: 36 <   Winter! The peasant blithely goes>
6689 pointer: 000001ECE2310509, len: 34 <   With affectation,-nothing more.>
6690 pointer: 000001ECE23072C1, len: 34 <   With all dissatisfaction shows.>
6691 pointer: 000001ECE2324ECF, len: 37 <   With all their progeny were there,>
6692 pointer: 000001ECE231769A, len: 28 <   With an imagination wild,>
6693 pointer: 000001ECE2329A74, len: 33 <   With ardent sighs and flattery>
6694 pointer: 000001ECE232F8F2, len: 38 <   With bated breath, around she bends>
6695 pointer: 000001ECE2327D77, len: 34 <   With better half as cumbersome;>
6696 pointer: 000001ECE233D10D, len: 38 <   With bitter tears my mother prayed,>
6697 pointer: 000001ECE2332270, len: 36 <   With blessings on the ditches and>
6698 pointer: 000001ECE2311744, len: 42 <   With blood instead of ink she scrawled,>
6699 pointer: 000001ECE2339392, len: 36 <   With blunted pencil-point adorns.>
6700 pointer: 000001ECE2322EA8, len: 38 <   With boiling torrent dark and gray;>
6701 pointer: 000001ECE2324520, len: 37 <   With book in hand reclined in bed,>
6702 pointer: 000001ECE231B35C, len: 31 <   With cherries, red currants,>
6703 pointer: 000001ECE232225A, len: 42 <   With childlike lisp will lie to please.>
6704 pointer: 000001ECE2336A1B, len: 37 <   With clouded brow stands silently?>
6705 pointer: 000001ECE231B2BF, len: 28 <   With dance and with song.>
6706 pointer: 000001ECE2312628, len: 38 <   With deeper woe than others' grief.>
6707 pointer: 000001ECE23300C1, len: 40 <   with effigies of the great Napoleon.]>
6708 pointer: 000001ECE2325886, len: 39 <   With effort she restrains. Well nigh>
6709 pointer: 000001ECE232BCC1, len: 29 <   With epigrams impertinent,>
6710 pointer: 000001ECE2338F61, len: 37 <   With Eugene pranks of former years>
6711 pointer: 000001ECE233077F, len: 37 <   With eye precise and without fail.>
6712 pointer: 000001ECE2323298, len: 37 <   With fir-trees standing motionless>
6713 pointer: 000001ECE232F432, len: 40 <   With flame more ardent passion burns,>
6714 pointer: 000001ECE233002C, len: 38 <   With folded arms and eyes bent low,>
6715 pointer: 000001ECE232314F, len: 36 <   With footsteps tremulous with awe>
6716 pointer: 000001ECE231090A, len: 37 <   With gay design and silken stitch.>
6717 pointer: 000001ECE23275C7, len: 37 <   With great delight.-O God on high!>
6718 pointer: 000001ECE2334235, len: 31 <   With her they did associate,>
6719 pointer: 000001ECE2305B79, len: 35 <   With him were friends eternally:>
6720 pointer: 000001ECE23306C1, len: 30 <   With his exasperated sense,>
6721 pointer: 000001ECE231F872, len: 35 <   With his ferocious mate appears.>
6722 pointer: 000001ECE231E1F1, len: 36 <   With his own pawn alas! his rook!>
6723 pointer: 000001ECE2306680, len: 32 <   With hisses Cleopatra scares,>
6724 pointer: 000001ECE2317CBA, len: 33 <   With hope and then perplexity,>
6725 pointer: 000001ECE231DABD, len: 38 <   With hopeless passion: from her bed>
6726 pointer: 000001ECE23157D3, len: 38 <   With humble prose I'll fill my page>
6727 pointer: 000001ECE23085C2, len: 43 <   With hurried hand smooths down his hair.>
6728 pointer: 000001ECE2318750, len: 29 <   With inexact pronunciation>
6729 pointer: 000001ECE2325810, len: 36 <   Within her; she is sick at heart;>
6730 pointer: 000001ECE23063F9, len: 60 <      ''Within him daily see the the fires of punch and war,>
6731 pointer: 000001ECE2304F3B, len: 31 <   Within his memory there lay,>
6732 pointer: 000001ECE2339632, len: 33 <   Within his mind Tattiana bore,>
6733 pointer: 000001ECE232C1ED, len: 41 <   Within his sledge the stiffened corse,>
6734 pointer: 000001ECE232CAC3, len: 37 <   Within its wave the sounding pail,>
6735 pointer: 000001ECE2316051, len: 26 <   Within my memory I bore>
6736 pointer: 000001ECE2323751, len: 37 <   Within resounded shriek and shout:>
6737 pointer: 000001ECE23176B8, len: 37 <   With intellect and strong volition>
6738 pointer: 000001ECE23152EA, len: 35 <   With intellect, a taste refined,>
6739 pointer: 000001ECE2328F5C, len: 38 <   Within that secret court discussed,>
6740 pointer: 000001ECE231B57A, len: 33 <   With iridescent wing doth flap>
6741 pointer: 000001ECE23305E2, len: 32 <   With it may be a couple more;>
6742 pointer: 000001ECE23203BA, len: 30 <   With its exhilarating flow,>
6743 pointer: 000001ECE23367D1, len: 30 <   With jealous fear, anxiety.>
6744 pointer: 000001ECE2317CFF, len: 33 <   With jealous fire resuscitate,>
6745 pointer: 000001ECE2328985, len: 36 <   With jest and gossip gaily blent.>
6746 pointer: 000001ECE230AA6D, len: 41 <   With late repentance gnaws and stings.>
6747 pointer: 000001ECE231BEA3, len: 37 <   With laughter smothered weariness:>
6748 pointer: 000001ECE2334A59, len: 40 <   With lengthened howl and accent loud,>
6749 pointer: 000001ECE2318381, len: 39 <   With little knowledge and that wrong>
6750 pointer: 000001ECE2325E31, len: 39 <   With loud explosion, the bright wine>
6751 pointer: 000001ECE232A199, len: 40 <   With lovers' rubbish filled, was neat>
6752 pointer: 000001ECE231DD52, len: 37 <   With love which happiness extends;>
6753 pointer: 000001ECE2305B2E, len: 40 <   With many a snare their pathway line!>
6754 pointer: 000001ECE2330EC7, len: 37 <   With many a vacancy, 'tis said.''->
6755 pointer: 000001ECE23248AC, len: 29 <   With Martin Zadeka. In woe>
6756 pointer: 000001ECE232B681, len: 35 <   With measured step and even gait>
6757 pointer: 000001ECE23363E8, len: 34 <   With me Caucasian rocks beside!>
6758 pointer: 000001ECE23343D8, len: 37 <   With mute appeal to ask they seem->
6759 pointer: 000001ECE2327FD1, len: 34 <   With Olga; nor of this appeared>
6760 pointer: 000001ECE2307050, len: 35 <   With one foot resting on its tip>
6761 pointer: 000001ECE2321C29, len: 43 <   With one paw strokes her face and purrs,>
6762 pointer: 000001ECE230ECC8, len: 32 <   With our Oneguine doth aspire>
6763 pointer: 000001ECE2304285, len: 33 <   Without a chance to slip away.>
6764 pointer: 000001ECE233C569, len: 36 <   Without amaze or wrath displayed:>
6765 pointer: 000001ECE2304CB1, len: 37 <   Without constraint in conversation>
6766 pointer: 000001ECE233C779, len: 38 <   Without disguise ourselves explain.>
6767 pointer: 000001ECE2336F7E, len: 32 <   Without disgust we look upon?>
6768 pointer: 000001ECE231BFB5, len: 28 <   Without enthusiasm he met>
6769 pointer: 000001ECE23185F6, len: 32 <   Without grammatical mistakes.>
6770 pointer: 000001ECE2334420, len: 31 <   Without participation hears,>
6771 pointer: 000001ECE233757D, len: 38 <   Without profession, business, wife,>
6772 pointer: 000001ECE2312EE8, len: 38 <   Without the faintest trace to leave>
6773 pointer: 000001ECE231779B, len: 35 <   Without the ken of parents both,>
6774 pointer: 000001ECE2304B10, len: 41 <   Without the least constraint he bowed.>
6775 pointer: 000001ECE233D937, len: 35 <   Without them Eugene is complete;>
6776 pointer: 000001ECE23067AD, len: 33 <   With Ozeroff was wont to share>
6777 pointer: 000001ECE232AA56, len: 36 <   With pallid light, but Eugene lay>
6778 pointer: 000001ECE232884C, len: 33 <   With pungent or obtuse retort,>
6779 pointer: 000001ECE2324B7D, len: 33 <   With purple hand Aurora leads,>
6780 pointer: 000001ECE230F9BC, len: 37 <   With quite a lachrymose expression>
6781 pointer: 000001ECE2320CA0, len: 36 <   With rapturous longing he awaits,>
6782 pointer: 000001ECE231B37D, len: 30 <   With raspberries, cherries.>
6783 pointer: 000001ECE23391E2, len: 37 <   With roses, caps and looks malign;>
6784 pointer: 000001ECE2322531, len: 36 <   With sad refrain misfortune near.>
6785 pointer: 000001ECE231447C, len: 32 <   With satisfaction marvellous,>
6786 pointer: 000001ECE2334375, len: 35 <   With scandal's trivial ornament.>
6787 pointer: 000001ECE23054B6, len: 48 <      With self, society, existence, discontent,>
6788 pointer: 000001ECE230BEDD, len: 34 <   With serious air then went away>
6789 pointer: 000001ECE2319EA8, len: 39 <   With shame I shudder and with dread->
6790 pointer: 000001ECE230F087, len: 37 <   With smiling face he Lenski hears;>
6791 pointer: 000001ECE231CAEB, len: 37 <   With so much warmth and intellect?>
6792 pointer: 000001ECE231D4B4, len: 29 <   With spiritual tenderness;>
6793 pointer: 000001ECE23103A3, len: 35 <   With such a perversity proclaim.>
6794 pointer: 000001ECE2315E16, len: 40 <   With sudden flush her cheeks suffuse,>
6795 pointer: 000001ECE230A74D, len: 33 <   With taffety instead of crape.>
6796 pointer: 000001ECE2317953, len: 41 <   With tears, confused emotions, bliss,->
6797 pointer: 000001ECE23100C0, len: 42 <   With tears which secret sufferers love->
6798 pointer: 000001ECE230C94A, len: 34 <   With tenderness hath recognized>
6799 pointer: 000001ECE2319A8B, len: 36 <   With thee I conversed when I bore>
6800 pointer: 000001ECE2318868, len: 31 <   With the epistle of my fair;>
6801 pointer: 000001ECE233302D, len: 63 <   with the plot of this poem, that it was by this road that he>
6802 pointer: 000001ECE2318270, len: 44 <   With the ''Well-Wisher'' in her hand!(40)>
6803 pointer: 000001ECE2318EDE, len: 31 <   With this immoderate request>
6804 pointer: 000001ECE2338F39, len: 38 <   With this unpleasant _tete-a-tete_,>
6805 pointer: 000001ECE232E241, len: 39 <   With thoughts of a far distant land,>
6806 pointer: 000001ECE2324153, len: 35 <   With tranquil air Oneguine leads>
6807 pointer: 000001ECE232D568, len: 35 <   With tumult or contentment still>
6808 pointer: 000001ECE231798B, len: 27 <   With unanimity complete,>
